Date,USD (PM),10_mean
2019-08-13,1498.4,1470.9199999999998
2019-08-14,1513.25,1479.49
2019-08-15,1515.65,1490.375
2019-08-16,1515.25,1497.725
2019-08-19,1496.6,1500.8600000000001
2019-08-20,1504.55,1504.79
2019-08-21,1503.25,1504.51
2019-08-22,1502.05,1505.1399999999999
2019-08-23,1503.8,1505.7499999999998
2019-08-27,1532.95,1508.5749999999998
2019-08-28,1537.15,1512.4499999999998
2019-08-29,1540.2,1515.145
2019-08-30,1528.4,1516.4199999999998
2019-09-02,1525.95,1517.49
2019-09-03,1537.85,1521.615
2019-09-04,1546.1,1525.77
2019-09-05,1529.1,1528.355
2019-09-06,1523.7,1530.5200000000002
2019-09-09,1509.2,1531.0600000000004
2019-09-10,1498.25,1527.5900000000004
2019-09-11,1490.65,1522.9400000000003
2019-09-12,1515.2,1520.4400000000003
2019-09-13,1503.1,1517.9100000000003
2019-09-16,1497.2,1515.0350000000003
2019-09-17,1502.1,1511.4600000000005
2019-09-18,1503.5,1507.2000000000003
2019-09-19,1500.7,1504.3600000000004
2019-09-20,1501.9,1502.1800000000003
2019-09-23,1522.1,1503.4700000000003
2019-09-24,1520.65,1505.7100000000003
2019-09-25,1528.75,1509.5200000000002
2019-09-26,1506.4,1508.64
2019-09-27,1489.9,1507.3200000000002
2019-09-30,1485.3,1506.1299999999999
2019-10-01,1473.45,1503.2649999999999
2019-10-02,1492.6,1502.175
2019-10-03,1517.1,1503.815
2019-10-04,1499.15,1503.54
2019-10-07,1501.25,1501.455
2019-10-08,1505.85,1499.975
2019-10-09,1507.25,1497.825
2019-10-10,1494.8,1496.665
2019-10-11,1479.15,1495.59
2019-10-14,1490.6,1496.1200000000001
2019-10-15,1487.8,1497.5549999999998
2019-10-16,1485.1,1496.8049999999998
2019-10-17,1492.65,1494.36
2019-10-18,1490.0,1493.445
2019-10-21,1491.65,1492.485
2019-10-22,1485.35,1490.435
2019-10-23,1494.45,1489.155
2019-10-24,1496.55,1489.33
2019-10-25,1513.45,1492.76
2019-10-28,1492.4,1492.94
2019-10-29,1486.75,1492.835
2019-10-30,1492.1,1493.535
2019-10-31,1510.95,1495.3650000000002
2019-11-01,1508.8,1497.2450000000001
2019-11-04,1509.45,1499.025
2019-11-05,1488.95,1499.3850000000002
2019-11-06,1486.05,1498.545
2019-11-07,1484.25,1497.315
2019-11-08,1464.15,1492.385
2019-11-11,1458.7,1489.015
2019-11-12,1452.05,1485.545
2019-11-13,1462.9,1482.625
2019-11-14,1466.65,1478.195
2019-11-15,1466.9,1474.0049999999999
2019-11-18,1467.65,1469.8249999999998
2019-11-19,1468.45,1467.7749999999999
2019-11-20,1471.7,1466.34
2019-11-21,1467.05,1464.62
2019-11-22,1464.45,1464.65
2019-11-25,1458.4,1464.62
2019-11-26,1454.65,1464.8799999999999
2019-11-27,1454.35,1464.025
2019-11-28,1454.65,1462.825
2019-11-29,1460.15,1462.15
2019-12-02,1461.15,1461.5
2019-12-03,1477.3,1462.3849999999998
2019-12-04,1475.1,1462.725
2019-12-05,1475.95,1463.615
2019-12-06,1459.65,1463.1349999999998
2019-12-09,1461.7,1463.465
2019-12-10,1464.95,1464.4950000000001
2019-12-11,1466.8,1465.74
2019-12-12,1467.8,1467.0549999999998
2019-12-13,1466.6,1467.7
2019-12-16,1477.9,1469.375
2019-12-17,1475.8,1469.225
2019-12-18,1474.05,1469.12
2019-12-19,1476.7,1469.195
2019-12-20,1479.0,1471.1299999999999
2019-12-23,1482.1,1473.1699999999998
2019-12-27,1511.5,1477.8249999999998
2019-12-30,1514.75,1482.62
2020-01-02,1527.1,1488.55
2020-01-03,1548.75,1496.7649999999999
2020-01-06,1573.1,1506.285
2020-01-07,1567.85,1515.4900000000002
2020-01-08,1571.95,1525.2800000000002
2020-01-09,1550.75,1532.6850000000002
2020-01-10,1553.6,1540.1450000000002
2020-01-13,1549.9,1546.9250000000002
2020-01-14,1545.1,1550.2850000000003
2020-01-15,1549.0,1553.7100000000003
2020-01-16,1554.55,1556.4550000000002
2020-01-17,1557.6,1557.3400000000001
2020-01-20,1560.15,1556.045
2020-01-21,1551.3,1554.3899999999999
2020-01-22,1556.9,1552.8849999999998
2020-01-23,1562.9,1554.1
2020-01-24,1564.3,1555.1699999999996
2020-01-27,1580.1,1558.1899999999998
2020-01-28,1574.0,1561.0799999999997
2020-01-29,1573.45,1563.5249999999999
2020-01-30,1578.25,1565.895
2020-01-31,1584.2,1568.5549999999998
2020-02-03,1574.75,1570.0149999999999
2020-02-04,1558.35,1570.72
2020-02-05,1553.3,1570.3600000000001
2020-02-06,1563.3,1570.4
2020-02-07,1572.65,1571.2350000000001
2020-02-10,1573.2,1570.545
2020-02-11,1570.5,1570.1950000000002
2020-02-12,1563.7,1569.22
2020-02-13,1575.05,1568.9
2020-02-14,1581.4,1568.62
2020-02-17,1580.8,1569.225
2020-02-18,1589.85,1572.3749999999998
2020-02-19,1604.2,1577.465
2020-02-20,1619.0,1583.035
2020-02-21,1643.3,1590.1
2020-02-24,1671.65,1599.945
2020-02-25,1650.3,1607.9249999999997
2020-02-26,1634.9,1615.0449999999996
2020-02-27,1652.0,1622.7399999999998
2020-02-28,1609.85,1625.5849999999998
2020-03-02,1599.65,1627.4699999999998
2020-03-03,1615.5,1630.0349999999999
2020-03-04,1641.85,1633.7999999999997
2020-03-05,1659.6,1637.86
2020-03-06,1683.65,1641.895
2020-03-09,1672.5,1641.9800000000002
2020-03-10,1655.7,1642.5200000000004
2020-03-11,1653.75,1644.4050000000002
2020-03-12,1570.7,1636.2750000000003
2020-03-13,1562.8,1631.5700000000002
2020-03-16,1487.7,1620.3750000000005
2020-03-17,1536.2,1612.4450000000004
2020-03-18,1498.2,1598.0800000000004
2020-03-19,1474.25,1579.5450000000005
2020-03-20,1494.4,1560.6200000000003
2020-03-23,1525.4,1545.9100000000003
2020-03-24,1605.75,1540.9150000000004
2020-03-25,1605.45,1536.0850000000005
2020-03-26,1634.8,1542.4950000000003
2020-03-27,1617.3,1547.9450000000002
2020-03-30,1618.3,1561.005
2020-03-31,1608.95,1568.2800000000002
2020-04-01,1576.55,1576.115
2020-04-02,1616.8,1590.37
2020-04-03,1613.1,1602.24
2020-04-06,1648.3,1614.53
2020-04-07,1649.25,1618.8799999999999
2020-04-08,1647.8,1623.1149999999998
2020-04-09,1680.65,1627.6999999999998
2020-04-14,1741.9,1640.1599999999999
2020-04-15,1718.65,1650.1950000000002
2020-04-16,1729.5,1662.25
2020-04-17,1692.55,1673.85
2020-04-20,1686.2,1680.7900000000002
2020-04-21,1682.05,1687.6850000000002
2020-04-22,1710.55,1693.9100000000003
2020-04-23,1736.25,1702.6100000000001
2020-04-24,1715.9,1709.4200000000005
2020-04-27,1714.95,1712.8500000000004
2020-04-28,1691.55,1707.8150000000005
2020-04-29,1703.35,1706.2850000000005
2020-04-30,1702.75,1703.6100000000006
2020-05-01,1686.25,1702.9800000000007
2020-05-04,1709.1,1705.2700000000004
2020-05-05,1699.55,1707.0200000000004
2020-05-06,1691.5,1705.1150000000005
2020-05-07,1704.05,1701.8950000000004
2020-05-11,1702.75,1700.5800000000004
2020-05-12,1702.4,1699.3250000000003
2020-05-13,1708.4,1701.0100000000007
2020-05-14,1731.6,1703.8350000000005
2020-05-15,1735.35,1707.0950000000005
2020-05-18,1734.7,1711.9400000000005
2020-05-19,1737.95,1714.8250000000003
2020-05-20,1748.3,1719.7000000000003
2020-05-21,1724.9,1723.0400000000004
2020-05-22,1733.55,1725.9900000000005
2020-05-26,1720.25,1727.7400000000005
2020-05-27,1694.6,1726.9600000000005
2020-05-28,1717.35,1727.8550000000007
2020-05-29,1728.7,1727.5650000000005
2020-06-01,1730.6,1727.0900000000006
2020-06-02,1742.15,1727.8350000000005
2020-06-03,1705.35,1724.5750000000003
2020-06-04,1700.05,1719.7500000000005
2020-06-05,1683.45,1715.6050000000002
2020-06-08,1690.35,1711.2850000000003
2020-06-09,1713.5,1710.6100000000001
2020-06-10,1722.05,1713.3550000000002
2020-06-11,1738.25,1715.4450000000004
2020-06-12,1733.5,1715.9250000000004
2020-06-15,1710.45,1713.9100000000003
2020-06-16,1719.85,1711.6800000000003
2020-06-17,1724.35,1713.5800000000004
2020-06-18,1719.5,1715.5250000000003
2020-06-19,1734.75,1720.6550000000002
2020-06-22,1761.85,1727.8050000000003
2020-06-23,1768.9,1733.3450000000005
2020-06-24,1766.05,1737.7450000000003
2020-06-25,1756.55,1739.5750000000003
2020-06-26,1747.6,1740.9850000000001
2020-06-29,1771.6,1747.1
2020-06-30,1768.1,1751.925
2020-07-01,1771.05,1756.595
2020-07-02,1777.45,1762.39
2020-07-03,1772.9,1766.2050000000004
2020-07-06,1787.9,1768.8100000000002
2020-07-07,1789.55,1770.8750000000005
2020-07-08,1811.1,1775.3800000000003
2020-07-09,1812.1,1780.9350000000002
2020-07-10,1803.1,1786.4850000000001
2020-07-13,1807.5,1790.075
2020-07-14,1801.9,1793.455
2020-07-15,1804.6,1796.81
2020-07-16,1807.7,1799.8349999999998
2020-07-17,1807.35,1803.28
2020-07-20,1815.65,1806.0549999999998
2020-07-21,1842.55,1811.355
2020-07-22,1852.4,1815.485
2020-07-23,1878.3,1822.105
2020-07-24,1902.1,1832.0049999999999
2020-07-27,1936.65,1844.92
2020-07-28,1940.9,1858.8200000000002
2020-07-29,1950.9,1873.4500000000003
2020-07-30,1957.65,1888.4450000000004
2020-07-31,1964.9,1904.2000000000007
2020-08-03,1958.55,1918.4900000000005
2020-08-04,1977.9,1932.0250000000008
2020-08-05,2048.15,1951.6000000000008
2020-08-06,2067.15,1970.485000000001
2020-08-07,2031.15,1983.3900000000012
2020-08-10,2044.5,1994.175000000001
2020-08-11,1939.65,1994.050000000001
2020-08-12,1931.9,1992.150000000001
2020-08-13,1944.25,1990.8100000000009
2020-08-14,1944.75,1988.7950000000008
2020-08-17,1972.85,1990.2250000000008
2020-08-18,2008.75,1993.3100000000006
2020-08-19,1981.0,1986.5950000000005
2020-08-20,1927.15,1972.5950000000005
2020-08-21,1924.35,1961.9150000000002
2020-08-24,1943.95,1951.8600000000001
2020-08-25,1911.15,1949.0100000000002
2020-08-26,1932.95,1949.1150000000002
2020-08-27,1923.85,1947.075
2020-08-28,1957.35,1948.3349999999998
2020-09-01,1972.35,1948.2849999999999
2020-09-02,1947.05,1942.1149999999998
2020-09-03,1940.45,1938.06
2020-09-04,1926.3,1937.9749999999997
2020-09-07,1928.45,1938.3849999999998
2020-09-08,1910.95,1935.0849999999998
2020-09-09,1947.2,1938.6899999999998
2020-09-10,1966.25,1942.0199999999998
2020-09-11,1947.4,1944.375
2020-09-14,1958.7,1944.5100000000002
2020-09-15,1949.35,1942.2100000000003
2020-09-16,1961.8,1943.6850000000002
2020-09-17,1936.25,1943.265
2020-09-18,1950.85,1945.72
2020-09-21,1909.35,1943.81
2020-09-22,1906.0,1943.3149999999998
2020-09-23,1873.4,1935.935
2020-09-24,1861.75,1925.485
2020-09-25,1859.7,1916.7149999999997
2020-09-28,1864.3,1907.2749999999996
2020-09-29,1883.95,1900.735
2020-09-30,1886.9,1893.2450000000001
2020-10-01,1902.0,1889.8200000000002
2020-10-02,1903.05,1885.0400000000002
2020-10-05,1909.6,1885.065
2020-10-06,1913.4,1885.8050000000003
2020-10-07,1884.5,1886.9150000000002
2020-10-08,1887.45,1889.4850000000001
2020-10-09,1923.25,1895.8400000000001
2020-10-12,1925.5,1901.9600000000003
2020-10-13,1891.3,1902.6950000000002
2020-10-14,1910.05,1905.0099999999998
2020-10-15,1891.9,1904.0
2020-10-16,1905.05,1904.2
2020-10-19,1905.6,1903.8
2020-10-20,1898.4,1902.3
2020-10-21,1924.15,1906.265
2020-10-22,1900.95,1907.6150000000002
2020-10-23,1903.65,1905.6550000000002
2020-10-26,1898.45,1902.9500000000003
2020-10-27,1905.7,1904.3900000000006
2020-10-28,1869.95,1900.3800000000006
2020-10-29,1870.3,1898.2200000000005
2020-10-30,1881.85,1895.9000000000003
2020-11-02,1889.9,1894.3300000000006
2020-11-03,1908.3,1895.3200000000004
2020-11-04,1900.15,1892.9200000000005
2020-11-05,1938.45,1896.6700000000005
2020-11-06,1940.8,1900.3850000000002
2020-11-09,1867.3,1897.27
2020-11-10,1878.7,1894.5700000000002
2020-11-11,1860.95,1893.67
2020-11-12,1874.85,1894.125
2020-11-13,1890.9,1895.0300000000002
2020-11-16,1885.6,1894.6
2020-11-17,1889.05,1892.675
2020-11-18,1876.1,1890.2699999999998
2020-11-19,1857.35,1882.1599999999994
2020-11-20,1875.7,1875.6499999999996
2020-11-23,1840.2,1872.9399999999998
2020-11-24,1799.6,1865.0299999999995
2020-11-25,1810.2,1859.9549999999995
2020-11-26,1807.4,1853.2099999999998
2020-11-27,1779.3,1842.0499999999997
2020-11-30,1762.55,1829.7449999999997
2020-12-01,1810.75,1821.9149999999997
2020-12-02,1822.6,1816.5649999999998
2020-12-03,1832.35,1814.0649999999998
2020-12-04,1843.0,1810.7949999999996
2020-12-07,1859.95,1812.7699999999998
2020-12-08,1868.15,1819.6249999999995
2020-12-09,1841.75,1822.7799999999995
2020-12-10,1844.35,1826.4749999999992
2020-12-11,1842.0,1832.7449999999994
2020-12-14,1831.15,1839.6049999999996
2020-12-15,1850.65,1843.5949999999998
2020-12-16,1851.95,1846.53
2020-12-17,1890.75,1852.3700000000001
2020-12-18,1879.75,1856.045
2020-12-21,1880.0,1858.05
2020-12-22,1877.1,1858.9449999999997
2020-12-23,1875.0,1862.2699999999998
2020-12-29,1874.3,1865.2649999999999
2020-12-30,1887.6,1869.8249999999996
2021-01-04,1943.2,1881.0299999999995
2021-01-05,1940.35,1889.9999999999993
2021-01-06,1931.95,1897.9999999999993
2021-01-07,1920.1,1900.934999999999
2021-01-08,1862.9,1899.2499999999993
2021-01-11,1847.25,1895.9749999999992
2021-01-12,1841.25,1892.3899999999994
2021-01-13,1858.85,1890.7749999999992
2021-01-14,1841.75,1887.5199999999993
2021-01-15,1839.0,1882.6599999999994
2021-01-18,1833.05,1871.6449999999993
2021-01-19,1834.7,1861.0799999999995
2021-01-20,1856.6,1853.5449999999994
2021-01-21,1862.1,1847.7449999999994
2021-01-22,1852.7,1846.7249999999992
2021-01-25,1856.85,1847.684999999999
2021-01-26,1856.6,1849.219999999999
2021-01-27,1843.0,1847.634999999999
2021-01-28,1853.7,1848.8299999999992
2021-01-29,1863.8,1851.309999999999
2021-02-01,1862.95,1854.2999999999993
2021-02-02,1833.1,1854.139999999999
2021-02-03,1835.45,1852.0249999999992
2021-02-04,1785.9,1844.4049999999995
2021-02-05,1802.95,1839.4299999999996
2021-02-08,1835.25,1837.2699999999998
2021-02-09,1839.6,1835.5699999999997
2021-02-10,1842.65,1835.5349999999999
2021-02-11,1840.1,1834.1749999999997
2021-02-12,1816.35,1829.4299999999996
2021-02-15,1817.3,1824.8649999999993
2021-02-16,1794.25,1820.9799999999996
2021-02-17,1780.7,1815.5049999999997
2021-02-18,1773.15,1814.2299999999996
2021-02-19,1786.2,1812.5549999999996
2021-02-22,1807.45,1809.7749999999996
2021-02-23,1799.65,1805.7799999999995
2021-02-24,1788.0,1800.3149999999994
2021-02-25,1779.65,1794.2699999999993
2021-02-26,1742.85,1786.9199999999994
2021-03-01,1734.15,1778.6049999999996
2021-03-02,1723.85,1771.5649999999994
2021-03-03,1711.4,1764.6349999999995
2021-03-04,1712.1,1758.5299999999995
2021-03-05,1696.25,1749.5349999999994
2021-03-08,1687.05,1737.4949999999994
2021-03-09,1716.9,1729.2199999999993
2021-03-10,1716.2,1722.0399999999995
2021-03-11,1724.25,1716.4999999999993
2021-03-12,1704.8,1712.6949999999993
2021-03-15,1723.65,1711.6449999999993
2021-03-16,1735.0,1712.759999999999
2021-03-17,1729.65,1714.5849999999991
2021-03-18,1725.9,1715.964999999999
2021-03-19,1735.2,1719.8599999999992
2021-03-22,1736.15,1724.7699999999993
2021-03-23,1726.2,1725.6999999999994
2021-03-24,1730.5,1727.1299999999992
2021-03-25,1737.3,1728.434999999999
2021-03-26,1731.8,1731.134999999999
2021-03-29,1705.95,1729.364999999999
2021-03-30,1683.95,1724.259999999999
2021-03-31,1691.05,1720.3999999999992
2021-04-01,1726.05,1720.4149999999995
2021-04-06,1744.65,1721.3599999999994
2021-04-07,1738.05,1721.5499999999997
2021-04-08,1755.5,1724.4799999999996
2021-04-09,1741.2,1725.5499999999997
2021-04-12,1732.85,1725.1049999999996
2021-04-13,1747.95,1726.7199999999998
2021-04-14,1735.55,1729.6799999999996
2021-04-15,1757.2,1737.0049999999997
2021-04-16,1774.45,1745.3449999999998
2021-04-19,1774.5,1750.1899999999998
2021-04-20,1777.85,1753.5099999999998
2021-04-21,1798.2,1759.525
2021-04-22,1787.75,1762.75
2021-04-23,1781.8,1766.81
2021-04-26,1773.35,1770.86
2021-04-27,1784.15,1774.48
2021-04-28,1772.2,1778.145
2021-04-29,1762.65,1778.69
2021-04-30,1767.65,1778.0100000000002
2021-05-04,1797.75,1780.3350000000003
2021-05-05,1782.25,1780.775
2021-05-06,1813.15,1782.27
2021-05-07,1836.55,1787.15
2021-05-10,1840.45,1793.015
2021-05-11,1829.1,1798.5900000000001
2021-05-12,1830.7,1803.2450000000001
2021-05-13,1821.8,1808.205
2021-05-14,1838.1,1815.75
2021-05-17,1853.7,1824.355
2021-05-18,1866.75,1831.2549999999999
2021-05-19,1888.45,1841.875
2021-05-20,1878.3,1848.3899999999999
2021-05-21,1875.9,1852.325
2021-05-24,1880.15,1856.295
2021-05-25,1887.0,1862.0850000000003
2021-05-26,1899.75,1868.9900000000002
2021-05-27,1891.45,1875.9550000000004
2021-05-28,1899.95,1882.1400000000006
2021-06-01,1899.35,1886.7050000000004
2021-06-02,1902.75,1890.3050000000003
2021-06-03,1866.55,1888.1150000000002
2021-06-04,1890.6,1889.345
2021-06-07,1888.4,1890.595
2021-06-08,1893.15,1891.895
2021-06-09,1894.6,1892.655
2021-06-10,1888.65,1891.545
2021-06-11,1881.05,1890.5049999999999
2021-06-14,1865.6,1887.0699999999997
2021-06-15,1865.1,1883.6449999999998
2021-06-16,1860.75,1879.4449999999997
2021-06-17,1778.7,1870.6599999999999
2021-06-18,1773.1,1858.9099999999999
2021-06-21,1775.05,1847.5749999999996
2021-06-22,1775.05,1835.7649999999994
2021-06-23,1791.6,1825.4649999999995
2021-06-24,1784.85,1815.0849999999996
2021-06-25,1786.65,1805.6449999999998
2021-06-28,1780.3,1797.1149999999998
2021-06-29,1755.45,1786.1499999999996
2021-06-30,1763.15,1776.3899999999999
2021-07-01,1781.5,1776.6699999999996
2021-07-02,1786.15,1777.9749999999997
2021-07-05,1791.35,1779.6049999999996
2021-07-06,1809.85,1783.0849999999996
2021-07-07,1804.65,1784.3899999999994
2021-07-08,1807.7,1786.6749999999993
2021-07-09,1806.0,1788.6099999999992
2021-07-12,1792.4,1789.8199999999993
2021-07-13,1813.85,1795.6599999999992
2021-07-14,1823.2,1801.664999999999
2021-07-15,1823.75,1805.889999999999
2021-07-16,1824.3,1809.7049999999992
2021-07-19,1814.9,1812.059999999999
2021-07-20,1823.05,1813.3799999999992
2021-07-21,1802.15,1813.1299999999992
2021-07-22,1799.45,1812.3049999999992
2021-07-23,1799.6,1811.664999999999
2021-07-26,1800.2,1812.444999999999
2021-07-27,1800.35,1811.094999999999
2021-07-28,1796.6,1808.4349999999988
2021-07-29,1829.3,1808.9899999999986
2021-07-30,1825.75,1809.1349999999989
2021-08-02,1811.45,1808.7899999999986
2021-08-03,1812.65,1807.7499999999989
2021-08-04,1829.1,1810.444999999999
2021-08-05,1800.75,1810.574999999999
2021-08-06,1762.9,1806.9049999999988
2021-08-09,1738.85,1800.7699999999986
2021-08-10,1723.35,1793.0699999999986
2021-08-11,1743.6,1787.7699999999986
2021-08-12,1747.4,1779.5799999999988
2021-08-13,1773.85,1774.3899999999987
2021-08-16,1786.35,1771.8799999999985
2021-08-17,1789.45,1769.5599999999984
2021-08-18,1783.45,1764.9949999999983
2021-08-19,1782.05,1763.1249999999982
2021-08-20,1779.05,1764.7399999999984
2021-08-23,1802.0,1771.054999999998
2021-08-24,1808.45,1779.564999999998
2021-08-25,1788.7,1784.0749999999978
2021-08-26,1786.6,1787.9949999999978
2021-08-27,1798.5,1790.4599999999978
2021-08-31,1814.85,1793.3099999999977
2021-09-01,1811.8,1795.5449999999976
2021-09-02,1812.55,1798.4549999999974
2021-09-03,1823.7,1802.6199999999976
2021-09-06,1821.6,1806.8749999999975
2021-09-07,1802.15,1806.8899999999976
2021-09-08,1786.0,1804.6449999999975
2021-09-09,1788.25,1804.5999999999974
2021-09-10,1794.6,1805.3999999999974
